avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,city,last_trip_date,phone,signup_date,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct
2.28,5,5,1,Astapor,1/16/2014,iPhone,1/5/2014,0,2,FALSE,100
2.61,4.4,3.8,1,Winterfell,3/27/2014,iPhone,1/17/2014,0,7,FALSE,50
2.78,5,4.5,1.5,Winterfell,3/24/2014,Android,1/8/2014,40,4,FALSE,80
6.92,5,5,1,King's Landing,2/22/2014,Android,1/27/2014,0,3,TRUE,66.7
3.49,4.9,4.6,1.14,Winterfell,6/29/2014,Android,1/19/2014,11.1,8,FALSE,66.7
9.02,5,4,1,Astapor,4/18/2014,iPhone,1/17/2014,0,2,TRUE,75
13.22,4.9,3.2,1,Winterfell,3/27/2014,iPhone,1/16/2014,0,9,FALSE,58.8
1.94,4.6,4.6,1.05,King's Landing,6/30/2014,Android,1/23/2014,11.5,1,FALSE,88.5
3.39,4.7,4.9,1.04,Astapor,6/30/2014,iPhone,1/26/2014,2.1,5,TRUE,75
4.29,5,,2.25,Astapor,2/16/2014,Android,1/3/2014,100,0,FALSE,0
3.24,5,5,1.05,Astapor,6/17/2014,iPhone,1/27/2014,20,1,TRUE,80
2.91,4.7,4.8,1,Astapor,6/23/2014,iPhone,1/20/2014,0,3,TRUE,27.3
3.4,5,,1,Astapor,1/1/2014,iPhone,1/1/2014,0,1,FALSE,100
2.47,4.8,4.7,1.12,King's Landing,6/22/2014,iPhone,1/26/2014,11.8,6,TRUE,23.5
6.2,5,5,1,Astapor,6/29/2014,iPhone,1/4/2014,0,1,FALSE,0
2.37,5,4.8,1.18,Winterfell,4/26/2014,iPhone,1/22/2014,15.8,8,FALSE,78.9
3.74,5,5,1.13,King's Landing,6/5/2014,Android,1/5/2014,50,0,TRUE,100
8.59,5,4.8,1,Winterfell,5/8/2014,Android,1/22/2014,0,1,FALSE,83.3
11.27,4.5,4.5,1,Winterfell,6/29/2014,iPhone,1/7/2014,0,1,TRUE,50
13.52,5,5,1,King's Landing,6/7/2014,iPhone,1/17/2014,0,0,FALSE,100
1.28,5,5,1,Astapor,1/11/2014,iPhone,1/10/2014,0,1,TRUE,100
2.27,5,5,2.25,Winterfell,2/17/2014,Android,1/19/2014,50,2,TRUE,0
1.73,5,,1,King's Landing,1/19/2014,iPhone,1/19/2014,0,1,FALSE,0
3.26,4.9,4.1,1.13,Astapor,6/29/2014,Android,1/31/2014,18.8,6,TRUE,25
9.79,5,3.4,1.04,Winterfell,5/28/2014,Android,1/5/2014,16.7,2,TRUE,50
2.5,4.7,4.4,1.7,Winterfell,6/26/2014,Android,1/11/2014,59.1,10,FALSE,86.4
1.29,4.8,4.8,1.42,Astapor,6/29/2014,iPhone,1/19/2014,42.9,2,FALSE,23.8
4.82,5,3,1,King's Landing,6/30/2014,iPhone,1/17/2014,0,1,TRUE,40
1.66,5,5,1,Astapor,5/13/2014,,1/19/2014,0,0,FALSE,100
1.02,5,,1.25,Winterfell,6/22/2014,iPhone,1/1/2014,100,0,TRUE,0
5.53,4.3,5,1.33,Astapor,5/26/2014,iPhone,1/14/2014,33.3,0,FALSE,66.7
12.35,4.5,4.7,1.08,Winterfell,3/23/2014,iPhone,1/25/2014,20,5,FALSE,60
1.2,4,,1,Winterfell,5/30/2014,iPhone,1/30/2014,0,0,FALSE,100
7.79,4.8,4.9,1.01,Winterfell,6/30/2014,iPhone,1/26/2014,1.3,3,FALSE,74
6.53,5,5,1,King's Landing,3/15/2014,iPhone,1/1/2014,0,1,FALSE,66.7
41.13,5,4,1,Winterfell,5/7/2014,iPhone,1/2/2014,0,0,FALSE,100
3.24,4.9,4.8,1.38,Astapor,4/15/2014,iPhone,1/8/2014,12.5,1,FALSE,62.5
3.4,5,,1,Winterfell,5/25/2014,iPhone,1/17/2014,0,0,TRUE,0
5.37,5,,1,Winterfell,2/9/2014,Android,1/31/2014,0,1,FALSE,0
14.97,5,5,1,Astapor,3/29/2014,iPhone,1/14/2014,0,0,FALSE,0
1.65,5,3.5,1,King's Landing,1/15/2014,iPhone,1/14/2014,0,2,FALSE,100
4.34,4.8,4.5,1.17,Winterfell,6/19/2014,iPhone,1/25/2014,17.9,18,FALSE,67.9
2.26,4.5,1,1,Winterfell,5/20/2014,iPhone,1/23/2014,0,0,FALSE,100
18.92,5,4,1,Winterfell,3/26/2014,iPhone,1/18/2014,0,0,FALSE,100
7.53,3.7,5,1,Winterfell,1/8/2014,iPhone,1/3/2014,0,3,FALSE,100
5.69,5,4.6,1.02,King's Landing,6/16/2014,iPhone,1/15/2014,6.9,0,TRUE,82.8
3.19,5,4.6,1,Astapor,5/17/2014,iPhone,1/18/2014,0,1,FALSE,54.5
3.12,5,5,1.14,King's Landing,6/13/2014,Android,1/29/2014,22.2,2,FALSE,88.9
13.19,5,5,1,King's Landing,6/30/2014,iPhone,1/11/2014,0,1,FALSE,33.3
4.86,5,4.3,1,Winterfell,1/19/2014,iPhone,1/14/2014,0,5,TRUE,20
3.22,4.8,5,1,Winterfell,5/20/2014,iPhone,1/3/2014,0,0,TRUE,100
1.87,4.7,4.3,1.03,Winterfell,6/29/2014,iPhone,1/6/2014,8.8,10,FALSE,29.4
3.55,5,4.3,1.13,Astapor,6/6/2014,iPhone,1/26/2014,25,1,FALSE,75
1.75,4.8,4.3,1.13,Winterfell,6/26/2014,iPhone,1/26/2014,8.3,5,FALSE,83.3
13.14,5,5,1,Astapor,2/5/2014,iPhone,1/31/2014,0,1,FALSE,100
14.23,5,,1,King's Landing,4/4/2014,iPhone,1/17/2014,0,0,TRUE,100
4.18,4.8,4.2,1.1,Winterfell,1/30/2014,iPhone,1/7/2014,20,5,FALSE,100
4.03,4.5,4,1,Winterfell,1/11/2014,Android,1/9/2014,0,4,FALSE,100
6.24,5,4,1,King's Landing,1/12/2014,iPhone,1/12/2014,0,1,FALSE,0
2.51,4.7,4,1,King's Landing,6/21/2014,iPhone,1/31/2014,0,2,FALSE,100
2.65,4.7,5,1,King's Landing,6/9/2014,Android,1/30/2014,0,3,FALSE,14.3
0.65,4.5,4,1,Winterfell,2/16/2014,iPhone,1/10/2014,0,1,FALSE,50
2.24,4.7,4.8,1.07,Winterfell,6/26/2014,iPhone,1/19/2014,13.3,10,TRUE,57.8
2.52,5,5,1,King's Landing,1/26/2014,iPhone,1/25/2014,0,3,FALSE,0
3.43,4,4,1,King's Landing,6/30/2014,iPhone,1/19/2014,0,0,FALSE,50
2.11,5,5,1,King's Landing,6/21/2014,iPhone,1/21/2014,0,0,FALSE,0
8.04,5,3,1,Winterfell,1/24/2014,Android,1/10/2014,0,2,FALSE,100
1,5,2,1,Winterfell,5/10/2014,iPhone,1/6/2014,0,0,FALSE,0
1.13,5,4.5,1.25,Astapor,3/30/2014,Android,1/12/2014,33.3,0,FALSE,0
13.1,4.7,5,1,Winterfell,5/11/2014,iPhone,1/30/2014,0,0,FALSE,0
2.95,5,4.5,1,Winterfell,2/22/2014,iPhone,1/20/2014,0,0,TRUE,100
10.56,5,,1,Winterfell,6/28/2014,iPhone,1/18/2014,0,0,TRUE,0
3.96,4.8,4.9,1.03,Astapor,6/24/2014,Android,1/23/2014,11.8,4,FALSE,82.4
11.61,5,5,1,Winterfell,1/20/2014,iPhone,1/20/2014,0,2,FALSE,100
2.33,4.3,3.8,1.08,Winterfell,6/18/2014,Android,1/5/2014,16.7,1,FALSE,83.3
3.2,5,,1,Astapor,6/30/2014,iPhone,1/23/2014,0,0,FALSE,100
4,5,4,1,Astapor,6/22/2014,iPhone,1/21/2014,0,0,TRUE,0
6.05,4.8,5,1.36,Astapor,5/29/2014,,1/19/2014,37.5,2,FALSE,25
4.14,4.7,4.6,1,Winterfell,6/25/2014,iPhone,1/25/2014,0,8,FALSE,76.5
4.4,5,4,1,Winterfell,4/30/2014,Android,1/31/2014,0,0,FALSE,100
1.23,5,5,1,King's Landing,6/5/2014,iPhone,1/21/2014,0,0,FALSE,50
14.83,5,3,1,Winterfell,5/3/2014,Android,1/30/2014,0,0,FALSE,0
6.15,5,4.5,1,Winterfell,6/22/2014,iPhone,1/23/2014,0,4,TRUE,60
1.41,5,,1,King's Landing,2/2/2014,iPhone,1/11/2014,0,1,FALSE,0
1.95,5,,1,Winterfell,2/13/2014,Android,1/8/2014,0,0,FALSE,100
2.93,5,4,1,Astapor,1/14/2014,Android,1/13/2014,0,1,FALSE,100
3.99,4,4,1.08,Winterfell,4/6/2014,iPhone,1/7/2014,33.3,1,FALSE,33.3
4.41,5,,1,Winterfell,6/22/2014,iPhone,1/1/2014,0,0,FALSE,0
4.44,4.5,5,1,Astapor,1/14/2014,iPhone,1/12/2014,0,2,TRUE,50
28.08,5,,1,Winterfell,1/29/2014,iPhone,1/29/2014,0,1,TRUE,100
15.13,5,,1.25,Winterfell,5/1/2014,Android,1/10/2014,100,0,FALSE,100
6.37,4.7,4.9,1,Winterfell,6/28/2014,iPhone,1/21/2014,0,10,FALSE,92.7
9.98,5,5,1,King's Landing,5/13/2014,iPhone,1/17/2014,0,2,FALSE,75
17.91,5,5,1,Winterfell,1/10/2014,Android,1/9/2014,0,2,TRUE,100
14.25,5,,1,Astapor,3/16/2014,iPhone,1/7/2014,0,0,FALSE,0
5.02,5,5,1,Winterfell,1/26/2014,Android,1/25/2014,0,1,TRUE,0
0,5,,1,Astapor,1/25/2014,iPhone,1/24/2014,0,1,FALSE,0
1.84,4.5,5,1,Astapor,1/3/2014,Android,1/2/2014,0,2,TRUE,100
9.97,5,5,1,Winterfell,1/1/2014,iPhone,1/1/2014,0,1,FALSE,100
4.98,5,4,1,King's Landing,5/4/2014,iPhone,1/29/2014,0,0,FALSE,25
9.92,5,,1,King's Landing,2/11/2014,iPhone,1/29/2014,0,2,TRUE,100
4.54,4.6,4.8,1.05,Winterfell,6/28/2014,Android,1/25/2014,14.3,3,FALSE,28.6
2.26,4.7,4.7,1.06,Astapor,6/29/2014,iPhone,1/3/2014,8.3,6,TRUE,91.7
43.8,5,4,1,Astapor,1/31/2014,iPhone,1/30/2014,0,2,FALSE,100
2,3,3.5,1,Winterfell,2/23/2014,iPhone,1/20/2014,0,0,FALSE,0
6,5,,1,Astapor,4/12/2014,iPhone,1/18/2014,0,0,FALSE,100
3.07,5,4,1,Winterfell,2/10/2014,iPhone,1/18/2014,0,1,FALSE,100
2.94,4.8,5,1,Winterfell,6/17/2014,iPhone,1/8/2014,0,3,TRUE,86.7
2.55,4.5,5,1.27,Winterfell,6/20/2014,iPhone,1/19/2014,25,5,TRUE,41.7
37.44,5,4,1,Astapor,4/28/2014,iPhone,1/16/2014,0,0,FALSE,100
3.14,4.9,5,1.02,Winterfell,6/29/2014,iPhone,1/15/2014,9.1,0,FALSE,45.5
5.12,4.6,5,1.05,Astapor,5/4/2014,iPhone,1/13/2014,20,0,TRUE,60
2.04,4.5,,1,Winterfell,4/10/2014,iPhone,1/24/2014,0,1,TRUE,100
4.79,4.5,4.8,1.02,Winterfell,6/29/2014,iPhone,1/17/2014,2.2,7,TRUE,34.8
5.06,5,4.5,2.5,Astapor,3/16/2014,Android,1/30/2014,50,0,FALSE,0
6.63,5,4.7,1,Winterfell,6/27/2014,Android,1/24/2014,0,1,FALSE,66.7
3.64,4.8,4.9,1.04,Winterfell,6/26/2014,iPhone,1/18/2014,8,7,TRUE,56
2.75,4.9,5,1.04,Astapor,5/31/2014,Android,1/11/2014,5.9,6,FALSE,41.2
3.57,3.8,,1,Winterfell,6/21/2014,iPhone,1/10/2014,0,0,FALSE,60
4.25,5,4,1,Winterfell,3/14/2014,iPhone,1/20/2014,0,0,FALSE,100
0.83,4.9,4.6,1,King's Landing,6/12/2014,iPhone,1/21/2014,0,3,FALSE,84.4
3.29,4.9,4,1.04,Winterfell,5/5/2014,Android,1/24/2014,3.8,14,FALSE,53.8
10.23,5,,1,King's Landing,6/25/2014,iPhone,1/28/2014,0,0,TRUE,50
1.76,5,,1,Winterfell,2/1/2014,iPhone,1/3/2014,0,1,FALSE,0
4.14,5,5,1,Astapor,3/20/2014,iPhone,1/26/2014,0,0,FALSE,100
3.86,4.6,5,1.19,Winterfell,6/20/2014,iPhone,1/17/2014,33.3,1,TRUE,44.4
2.6,4.5,4.8,1.02,Astapor,6/22/2014,iPhone,1/15/2014,3.3,11,FALSE,83.3
8.5,5,,1,Winterfell,5/28/2014,iPhone,1/27/2014,0,0,FALSE,100
4.96,4.6,4.1,1,Winterfell,6/27/2014,iPhone,1/7/2014,0,8,TRUE,81.2
1.84,4.8,4.7,1,Winterfell,1/30/2014,iPhone,1/5/2014,0,4,TRUE,100
13.86,5,5,1,King's Landing,1/5/2014,iPhone,1/2/2014,0,1,FALSE,0
17.63,2,,1,King's Landing,6/29/2014,iPhone,1/7/2014,0,2,FALSE,0
3.03,4.2,1,1,Winterfell,5/12/2014,iPhone,1/31/2014,0,2,TRUE,33.3
14.18,5,1,1,Astapor,4/5/2014,iPhone,1/30/2014,0,0,FALSE,0
16.58,5,,1,Astapor,1/19/2014,Android,1/19/2014,0,1,TRUE,0
12.12,5,5,1,Winterfell,1/12/2014,iPhone,1/11/2014,0,1,FALSE,0
2.34,4.6,4.7,1,Winterfell,6/8/2014,iPhone,1/31/2014,0,5,FALSE,47.8
3.69,5,3,1,King's Landing,6/30/2014,Android,1/28/2014,0,1,FALSE,66.7
2.74,5,,1,Astapor,4/30/2014,Android,1/24/2014,0,1,FALSE,100
8.7,5,5,1,Astapor,5/15/2014,Android,1/25/2014,0,2,TRUE,33.3
3.99,4.6,5,1,Winterfell,5/5/2014,Android,1/17/2014,0,0,FALSE,14.3
1.63,5,,1,Astapor,2/15/2014,iPhone,1/5/2014,0,0,FALSE,0
4.52,5,5,1,King's Landing,6/9/2014,Android,1/3/2014,0,1,TRUE,66.7
2.63,5,5,1,King's Landing,3/29/2014,iPhone,1/8/2014,0,1,FALSE,50
4.99,4.8,4.8,1,King's Landing,6/28/2014,iPhone,1/11/2014,0,0,FALSE,50
3.67,3,1,1,Astapor,5/21/2014,iPhone,1/21/2014,0,0,FALSE,100
2.49,5,5,1,Astapor,6/7/2014,iPhone,1/2/2014,0,0,FALSE,0
2.54,4.8,4.9,1.05,King's Landing,6/30/2014,iPhone,1/1/2014,7.1,0,TRUE,69.9
3.69,4,4,1,Astapor,4/9/2014,Android,1/8/2014,0,0,FALSE,100
1.28,5,5,1,King's Landing,6/17/2014,iPhone,1/1/2014,0,0,FALSE,100
1.11,5,5,1,Astapor,2/1/2014,Android,1/31/2014,0,1,TRUE,100
2.13,4.7,4.9,1.14,King's Landing,6/23/2014,iPhone,1/1/2014,26,15,TRUE,55.8
4.3,4.5,,1,Winterfell,2/15/2014,iPhone,1/6/2014,0,1,TRUE,0
10.14,5,,1,King's Landing,5/22/2014,iPhone,1/31/2014,0,0,FALSE,100
3.02,4.5,4,1,Winterfell,5/11/2014,iPhone,1/11/2014,0,0,FALSE,50
2.84,4.7,4.5,1.02,Astapor,6/26/2014,iPhone,1/20/2014,2.8,14,TRUE,70.4
3.77,5,5,1,Astapor,1/30/2014,Android,1/30/2014,0,1,FALSE,100
2.77,3.8,4.2,1,Winterfell,6/27/2014,iPhone,1/6/2014,0,3,TRUE,30.8
23.39,5,5,1,Winterfell,1/11/2014,iPhone,1/9/2014,0,1,TRUE,0
6.52,5,5,1,Astapor,5/26/2014,Android,1/8/2014,0,0,FALSE,100
2.73,4.8,4,1,Winterfell,6/17/2014,iPhone,1/31/2014,0,3,TRUE,75
2.31,5,5,1.06,Astapor,4/1/2014,iPhone,1/6/2014,25,3,TRUE,75
3.55,5,,1,Astapor,5/27/2014,Android,1/17/2014,0,0,FALSE,100
4.51,5,,1,King's Landing,6/8/2014,iPhone,1/25/2014,0,1,TRUE,0
2.27,4.8,3.8,1,Winterfell,6/1/2014,iPhone,1/1/2014,0,3,FALSE,50
3.63,5,4.6,1,King's Landing,6/27/2014,Android,1/9/2014,0,1,FALSE,88.9
11.15,4.9,5,1.25,Winterfell,6/21/2014,Android,1/6/2014,14.3,3,TRUE,85.7
1.09,5,,1,Astapor,4/13/2014,Android,1/16/2014,0,0,FALSE,0
2.35,4.2,4.4,1,Winterfell,6/7/2014,iPhone,1/4/2014,0,2,FALSE,54.5
2.78,5,5,1,Winterfell,5/25/2014,iPhone,1/26/2014,0,0,TRUE,0
1.47,5,4.3,1,Astapor,5/20/2014,iPhone,1/18/2014,0,2,FALSE,100
0.84,4,5,1,King's Landing,1/26/2014,iPhone,1/26/2014,0,1,FALSE,0
3.05,4.5,5,1,Astapor,1/11/2014,iPhone,1/10/2014,0,2,FALSE,50
3.2,4.5,5,1,Winterfell,6/8/2014,iPhone,1/5/2014,0,3,TRUE,40
2.26,4.8,4.7,1,Astapor,2/10/2014,Android,1/26/2014,0,4,TRUE,25
2.48,5,4,1,Astapor,2/1/2014,iPhone,1/7/2014,0,1,TRUE,0
2.31,4.3,,1,Astapor,4/6/2014,iPhone,1/25/2014,0,1,FALSE,0
7.97,5,5,1,Astapor,4/10/2014,Android,1/14/2014,0,0,FALSE,100
3.3,5,4.7,1.21,Winterfell,6/17/2014,iPhone,1/18/2014,16.7,2,TRUE,33.3
7.4,5,,1,Astapor,2/3/2014,iPhone,1/31/2014,0,1,FALSE,100
3.97,5,,1,Winterfell,3/12/2014,iPhone,1/23/2014,0,0,TRUE,100
1.56,4.8,2.3,1,Astapor,3/7/2014,iPhone,1/12/2014,0,2,TRUE,50
2.33,4.9,4.6,1.19,King's Landing,6/30/2014,iPhone,1/25/2014,21.2,4,FALSE,54.5
1.7,5,5,1,Astapor,5/23/2014,Android,1/31/2014,0,0,FALSE,100
5.25,5,3.7,1.67,King's Landing,3/16/2014,iPhone,1/25/2014,66.7,2,FALSE,0
1.6,5,5,1,Winterfell,1/31/2014,Android,1/30/2014,0,1,TRUE,100
1.84,4.9,4.8,1.1,King's Landing,6/27/2014,iPhone,1/22/2014,19,25,FALSE,69
11.06,5,4.5,1,Winterfell,1/29/2014,iPhone,1/17/2014,0,2,TRUE,100
2.84,4.6,4.3,1.18,King's Landing,5/18/2014,Android,1/3/2014,28.6,6,FALSE,42.9
2.56,2.5,5,1.88,Winterfell,3/9/2014,Android,1/25/2014,50,1,FALSE,0
4.09,4.6,5,1,Winterfell,6/30/2014,iPhone,1/19/2014,0,2,FALSE,48.4
13.9,5,,1,Astapor,4/4/2014,Android,1/10/2014,0,0,TRUE,100
3.71,4.8,1,1.25,Winterfell,6/22/2014,iPhone,1/11/2014,20,2,FALSE,60
7.61,5,5,1,Astapor,3/5/2014,iPhone,1/24/2014,0,0,TRUE,50
1.69,5,4.5,1,King's Landing,1/22/2014,iPhone,1/19/2014,0,3,FALSE,100
3.21,5,4.5,1,Astapor,1/11/2014,iPhone,1/10/2014,0,2,FALSE,100
2.21,4.8,5,1.11,Astapor,5/17/2014,iPhone,1/31/2014,18.8,2,FALSE,62.5
5.04,4.6,5,1,Winterfell,4/21/2014,iPhone,1/15/2014,0,0,TRUE,80
3.05,4,,1,Astapor,2/1/2014,iPhone,1/15/2014,0,1,FALSE,100
4.41,4.3,5,1.17,King's Landing,6/4/2014,iPhone,1/8/2014,33.3,0,FALSE,66.7
1.98,4.9,4,1.03,Winterfell,6/8/2014,iPhone,1/4/2014,8,4,TRUE,56
4.59,4.9,4.2,1.09,Winterfell,6/29/2014,iPhone,1/15/2014,5.9,6,TRUE,58.8
4.36,5,5,1,Astapor,2/9/2014,iPhone,1/31/2014,0,1,TRUE,0
12.37,5,5,1,Astapor,3/21/2014,iPhone,1/27/2014,0,1,FALSE,100
1.23,5,,1,Winterfell,6/28/2014,iPhone,1/25/2014,0,0,FALSE,0
2.98,4.4,5,1,Winterfell,6/1/2014,iPhone,1/1/2014,0,1,TRUE,57.1
1.26,4.9,5,1.04,King's Landing,6/30/2014,iPhone,1/12/2014,7.8,24,TRUE,82
11.44,5,5,1,Astapor,1/15/2014,iPhone,1/14/2014,0,1,FALSE,100
4.33,5,4.5,1,Astapor,3/4/2014,iPhone,1/30/2014,0,0,TRUE,100
5.42,5,5,2.13,Astapor,5/1/2014,iPhone,1/25/2014,100,1,FALSE,50
8.18,5,5,1,King's Landing,4/10/2014,iPhone,1/15/2014,0,0,TRUE,100
2.67,4.8,4.3,1.07,Winterfell,6/30/2014,iPhone,1/6/2014,9.5,18,TRUE,56.8
5.16,5,,1.25,Winterfell,1/26/2014,iPhone,1/25/2014,100,1,FALSE,0
3.78,5,5,1.16,King's Landing,6/8/2014,iPhone,1/19/2014,25,2,FALSE,12.5
2.51,5,5,1,Winterfell,7/1/2014,iPhone,1/11/2014,0,0,TRUE,33.3
25.34,4.8,5,1,King's Landing,6/29/2014,iPhone,1/15/2014,0,6,TRUE,64.3
2.79,5,4.9,1.02,Winterfell,6/25/2014,iPhone,1/11/2014,10,3,FALSE,60
6.4,4,4,1.25,Astapor,6/1/2014,iPhone,1/18/2014,25,0,TRUE,25
6.84,4.8,5,1,Astapor,4/9/2014,iPhone,1/29/2014,0,11,TRUE,91.3
2.78,4.7,5,1.14,Astapor,6/29/2014,iPhone,1/18/2014,15.4,4,TRUE,34.6
3.71,4.8,4.3,1,Astapor,3/24/2014,,1/12/2014,0,3,FALSE,75
9.06,5,5,1,King's Landing,5/16/2014,iPhone,1/11/2014,0,1,FALSE,50
4.28,4.8,4.8,1.04,Winterfell,5/9/2014,Android,1/26/2014,5.5,30,FALSE,72.6
5.76,5,,1,Winterfell,2/8/2014,iPhone,1/27/2014,0,1,FALSE,100
13.55,5,5,1,Winterfell,2/18/2014,iPhone,1/24/2014,0,3,TRUE,66.7
7.48,4.8,5,1,Astapor,6/26/2014,iPhone,1/9/2014,0,0,TRUE,40
3.95,5,,2,Astapor,1/12/2014,iPhone,1/12/2014,100,1,FALSE,0
29.87,5,5,1,Winterfell,6/25/2014,iPhone,1/30/2014,0,2,TRUE,100
3.87,5,,1,Winterfell,4/6/2014,iPhone,1/11/2014,0,0,FALSE,0
4.4,5,,1,Astapor,3/18/2014,iPhone,1/26/2014,0,0,TRUE,100
3.21,5,5,1,Astapor,4/3/2014,iPhone,1/12/2014,0,0,TRUE,100
7.34,3.8,4,1,Astapor,6/6/2014,iPhone,1/16/2014,0,0,TRUE,100
9.61,5,,1,King's Landing,6/16/2014,iPhone,1/27/2014,0,0,TRUE,100
5.83,5,4.4,1,Astapor,3/8/2014,Android,1/13/2014,0,0,TRUE,100
30.07,5,5,1,Astapor,1/12/2014,iPhone,1/11/2014,0,1,TRUE,0
2.51,2.8,3.7,1.19,Astapor,4/25/2014,iPhone,1/19/2014,25,2,TRUE,50
2.42,3.7,5,1.33,Astapor,4/20/2014,iPhone,1/12/2014,33.3,0,FALSE,66.7
11.26,5,5,1.28,King's Landing,7/1/2014,iPhone,1/20/2014,43.5,4,TRUE,91.3
1.53,5,5,1,Winterfell,3/29/2014,Android,1/31/2014,0,0,FALSE,100
2.34,5,4,1,Astapor,6/18/2014,iPhone,1/19/2014,0,1,TRUE,100
5.14,4.7,4.5,1.13,Winterfell,6/20/2014,iPhone,1/25/2014,8.6,12,TRUE,62.9
10.75,5,,1,Astapor,1/26/2014,iPhone,1/23/2014,0,1,FALSE,0
5.18,4.9,5,1.04,Winterfell,6/11/2014,Android,1/26/2014,8.3,3,FALSE,100
1.74,5,5,1,King's Landing,5/15/2014,iPhone,1/25/2014,0,0,TRUE,100
3.11,3,,1,Winterfell,4/6/2014,Android,1/10/2014,0,0,TRUE,0
2.12,5,4,1,Astapor,1/19/2014,iPhone,1/18/2014,0,1,FALSE,0
3.53,5,4,1,Winterfell,3/2/2014,iPhone,1/25/2014,0,0,TRUE,66.7
3.95,5,5,1,King's Landing,6/22/2014,iPhone,1/3/2014,0,1,FALSE,50
1.17,5,,1,Astapor,4/20/2014,iPhone,1/9/2014,0,0,TRUE,0
4.4,5,3.5,1,King's Landing,6/14/2014,iPhone,1/26/2014,0,1,TRUE,75
1.75,4.8,5,1.08,King's Landing,6/30/2014,iPhone,1/17/2014,16.4,5,FALSE,50.9
2.87,4.2,5,1,Winterfell,6/21/2014,iPhone,1/26/2014,0,5,FALSE,44.4
6.85,5,,1,King's Landing,5/2/2014,iPhone,1/10/2014,0,0,FALSE,100
1.03,5,5,1,Winterfell,1/7/2014,iPhone,1/7/2014,0,2,FALSE,100
6.37,4.5,5,1,Winterfell,1/20/2014,iPhone,1/19/2014,0,2,FALSE,0
6.45,,4,1,Winterfell,1/18/2014,Android,1/17/2014,0,1,FALSE,100
7.24,5,5,1,Astapor,3/31/2014,Android,1/2/2014,0,0,FALSE,100
2.52,4.7,4.8,1,Winterfell,3/30/2014,Android,1/7/2014,0,0,TRUE,83.3
3.66,4.8,2.5,1,Astapor,5/5/2014,iPhone,1/4/2014,0,5,FALSE,50
3.57,4.8,4.6,1,King's Landing,6/28/2014,Android,1/1/2014,0,1,TRUE,46.7
3.29,5,,2.5,Winterfell,5/26/2014,iPhone,1/31/2014,100,0,FALSE,100
5.62,4.3,4,1,Winterfell,5/11/2014,Android,1/18/2014,0,2,FALSE,50
5.94,4.8,,1,Astapor,6/20/2014,Android,1/1/2014,0,0,FALSE,75
5.82,4,4.5,1,Astapor,6/28/2014,iPhone,1/31/2014,0,0,TRUE,25
3.11,4.3,4.1,1,Astapor,6/21/2014,iPhone,1/29/2014,0,3,FALSE,60
5.98,5,4,1,Winterfell,6/15/2014,iPhone,1/17/2014,0,0,FALSE,0
4.47,4,3,1,Winterfell,4/30/2014,Android,1/4/2014,0,0,FALSE,100
3.36,4.9,4.3,1.06,Astapor,6/24/2014,iPhone,1/5/2014,11.4,4,TRUE,80
3.66,5,5,1,Astapor,6/21/2014,Android,1/25/2014,0,0,FALSE,0
3.23,5,,1,King's Landing,2/1/2014,iPhone,1/30/2014,0,1,TRUE,0
8.92,5,4.7,1.31,Astapor,1/19/2014,Android,1/17/2014,25,4,FALSE,25
3.18,5,5,1.08,Astapor,6/29/2014,iPhone,1/20/2014,33.3,0,FALSE,50
1.5,5,5,1,Winterfell,1/3/2014,iPhone,1/2/2014,0,1,FALSE,100
6.9,4,,1,Winterfell,4/6/2014,iPhone,1/29/2014,0,0,FALSE,0
2.58,4.7,4.8,1,Winterfell,6/29/2014,iPhone,1/2/2014,0,5,FALSE,43.8
14.23,5,4.7,1,Astapor,4/26/2014,iPhone,1/26/2014,0,1,FALSE,0
2.29,5,,1,Astapor,5/8/2014,iPhone,1/11/2014,0,0,FALSE,50
5.47,4,4.7,1,Winterfell,5/30/2014,Android,1/30/2014,0,0,TRUE,100
1.44,4.5,4.8,1.09,Winterfell,6/15/2014,iPhone,1/26/2014,7.1,0,FALSE,57.1
2.36,4.7,5,1.02,Winterfell,5/22/2014,Android,1/1/2014,7.1,0,TRUE,57.1
4.76,4.5,5,1,Winterfell,6/22/2014,iPhone,1/29/2014,0,2,TRUE,64.7
1.62,4.8,4.6,1,Winterfell,3/23/2014,Android,1/28/2014,0,5,FALSE,50
3.26,4.8,5,1.05,Winterfell,6/26/2014,iPhone,1/9/2014,10.2,23,FALSE,82
1.42,5,5,1,Winterfell,5/28/2014,iPhone,1/17/2014,0,0,FALSE,100
4.39,4.6,4.6,1.03,Winterfell,7/1/2014,iPhone,1/26/2014,5.8,20,FALSE,85.6
7.16,4.2,4.7,1,Winterfell,6/20/2014,iPhone,1/1/2014,0,1,FALSE,83.3
2.54,4.9,3.8,1.05,Astapor,6/21/2014,iPhone,1/8/2014,6.3,2,TRUE,37.5
4.16,5,,1,Winterfell,5/7/2014,Android,1/9/2014,0,0,FALSE,100
3.09,5,5,1,Winterfell,1/12/2014,Android,1/11/2014,0,1,FALSE,0
1.53,5,4,1,Winterfell,1/29/2014,Android,1/10/2014,0,2,FALSE,100
